consumer_number,family_members,working_members,ages,units_consumed,cost_per_unit,usage_hours,Power_Rating_W,Units_Consumed_Per_Hour_kWh,Base Tariff (cents/kWh),Final Per Unit Cost (cents/kWh),max_length,appliance_name_encoded,location_encoded,name_encoded,email_encoded,password_encoded,month_encoded,energy_consumption
17765,1,0,37,787,4,11.9,1200,1.2,7.58,4.46,5,6,5,244,227,131,6,3148
17765,1,0,37,787,4,19.9,1200,1.2,7.58,4.46,5,15,5,244,227,131,6,3148
17765,1,0,37,787,4,10.7,1200,1.2,7.58,4.46,5,11,5,244,227,131,6,3148
17776,1,1,29,757,5,8.9,133.75,0.13375,14.51,20.77,5,2,8,901,963,755,10,3785
17776,1,1,29,757,5,5.7,133.75,0.13375,14.51,20.77,5,10,8,901,963,755,10,3785
17776,1,1,29,757,5,21.6,133.75,0.13375,14.51,20.77,5,12,8,901,963,755,10,3785
17776,1,1,29,757,5,0.8,133.75,0.13375,14.51,20.77,5,11,8,901,963,755,10,3785
17776,1,1,29,757,5,16.6,133.75,0.13375,14.51,20.77,5,0,8,901,963,755,10,3785
17871,8,8,33,961,6,7.6,800,0.8,12.38819176,13.37575637,2,6,4,543,595,292,9,5766
17871,8,8,33,961,6,23,800,0.8,12.38819176,13.37575637,2,13,4,543,595,292,9,5766
17937,2,2,40,786,6,0.8,925,0.925,13.99,18.57,4,4,9,749,819,415,11,4716
17937,2,2,40,786,6,12.6,925,0.925,13.99,18.57,4,2,9,749,819,415,11,4716
17937,2,2,40,786,6,8.9,925,0.925,13.99,18.57,4,14,9,749,819,415,11,4716
17937,2,2,40,786,6,7.6,925,0.925,13.99,18.57,4,7,9,749,819,415,11,4716
17952,5,2,35,122,10,19.1,637.5,0.6375,10.18,7.99,2,9,6,222,273,718,1,1220
17952,5,2,35,122,10,10.3,637.5,0.6375,10.18,7.99,2,2,6,222,273,718,1,1220
18018,6,3,55,591,10,16.1,950,0.95,12.38819176,13.37575637,4,3,1,89,99,433,4,5910
18018,6,3,55,591,10,3.9,950,0.95,12.38819176,13.37575637,4,15,1,89,99,433,4,5910
18018,6,3,55,591,10,2.2,950,0.95,12.38819176,13.37575637,4,14,1,89,99,433,4,5910
18018,6,3,55,591,10,1.8,950,0.95,12.38819176,13.37575637,4,16,1,89,99,433,4,5910
18067,2,1,42,659,4,9.7,1075,1.075,8.09,6.3,5,4,0,67,4,440,7,2636
18067,2,1,42,659,4,6.3,1075,1.075,8.09,6.3,5,16,0,67,4,440,7,2636
18067,2,1,42,659,4,7.9,1075,1.075,8.09,6.3,5,17,0,67,4,440,7,2636
18067,2,1,42,659,4,24,1075,1.075,8.09,6.3,5,12,0,67,4,440,7,2636
18067,2,1,42,659,4,8.8,1075,1.075,8.09,6.3,5,0,0,67,4,440,7,2636
18101,5,1,61,578,4,11,787.5,0.7875,10.18,7.99,2,2,6,408,399,321,4,2312
18101,5,1,61,578,4,18,787.5,0.7875,10.18,7.99,2,6,6,408,399,321,4,2312
18142,2,0,65,919,6,8.9,505,0.505,13.99,18.57,3,10,9,373,417,204,8,5514
18142,2,0,65,919,6,2,505,0.505,13.99,18.57,3,15,9,373,417,204,8,5514
18142,2,0,65,919,6,20.3,505,0.505,13.99,18.57,3,0,9,373,417,204,8,5514
18272,6,0,49,102,6,1.4,1500,1.5,12.38819176,13.37575637,3,1,1,851,950,270,8,612
18272,6,0,49,102,6,3.6,1500,1.5,12.38819176,13.37575637,3,0,1,851,950,270,8,612
18272,6,0,49,102,6,10.4,1500,1.5,12.38819176,13.37575637,3,0,1,851,950,270,8,612
18301,1,0,52,647,7,21,755,0.755,16.94,18.06,2,4,11,126,139,62,6,4529
18301,1,0,52,647,7,13.7,755,0.755,16.94,18.06,2,10,11,126,139,62,6,4529
18439,4,0,67,142,10,11.3,87.5,0.0875,19.88,20.71,2,2,7,833,883,122,0,1420
18439,4,0,67,142,10,6.7,87.5,0.0875,19.88,20.71,2,13,7,833,883,122,0,1420
18478,7,6,40,961,4,12.9,917,0.917,10.18,7.99,5,6,6,515,546,307,3,3844
18478,7,6,40,961,4,14.2,917,0.917,10.18,7.99,5,17,6,515,546,307,3,3844
18478,7,6,40,961,4,22.4,917,0.917,10.18,7.99,5,3,6,515,546,307,3,3844
18478,7,6,40,961,4,7.8,917,0.917,10.18,7.99,5,10,6,515,546,307,3,3844
18478,7,6,40,961,4,19.2,917,0.917,10.18,7.99,5,7,6,515,546,307,3,3844
18688,8,8,36,676,6,22.7,862.5,0.8625,10.18,7.99,4,11,6,829,841,138,1,4056
18688,8,8,36,676,6,12.7,862.5,0.8625,10.18,7.99,4,4,6,829,841,138,1,4056
18688,8,8,36,676,6,21.1,862.5,0.8625,10.18,7.99,4,3,6,829,841,138,1,4056
18688,8,8,36,676,6,4.9,862.5,0.8625,10.18,7.99,4,16,6,829,841,138,1,4056
18852,1,1,18,849,7,0.8,1350,1.35,8.09,6.3,3,6,0,389,431,120,5,5943
18852,1,1,18,849,7,18.6,1350,1.35,8.09,6.3,3,9,0,389,431,120,5,5943
18852,1,1,18,849,7,10.7,1350,1.35,8.09,6.3,3,14,0,389,431,120,5,5943
18915,4,2,40,631,10,22.6,755,0.755,12.38819176,13.37575637,2,1,4,541,615,369,8,6310
18915,4,2,40,631,10,7.5,755,0.755,12.38819176,13.37575637,2,8,4,541,615,369,8,6310
19102,2,1,37,104,10,18,1233.333333,1.233333333,12.38819176,13.37575637,5,14,1,852,946,765,3,1040
19102,2,1,37,104,10,5.3,1233.333333,1.233333333,12.38819176,13.37575637,5,15,1,852,946,765,3,1040
19102,2,1,37,104,10,11,1233.333333,1.233333333,12.38819176,13.37575637,5,3,1,852,946,765,3,1040
19102,2,1,37,104,10,15,1233.333333,1.233333333,12.38819176,13.37575637,5,1,1,852,946,765,3,1040
19102,2,1,37,104,10,19.9,1233.333333,1.233333333,12.38819176,13.37575637,5,0,1,852,946,765,3,1040
19211,3,2,46,877,9,3.6,381.25,0.38125,12.38819176,13.37575637,4,12,2,331,352,118,9,7893
19211,3,2,46,877,9,11.1,381.25,0.38125,12.38819176,13.37575637,4,2,2,331,352,118,9,7893
19211,3,2,46,877,9,2.4,381.25,0.38125,12.38819176,13.37575637,4,9,2,331,352,118,9,7893
19211,3,2,46,877,9,9.1,381.25,0.38125,12.38819176,13.37575637,4,13,2,331,352,118,9,7893
19245,6,0,45,402,5,14.5,117.5,0.1175,6.47,5.94,5,11,12,610,623,753,7,2010
19245,6,0,45,402,5,6.8,117.5,0.1175,6.47,5.94,5,5,12,610,623,753,7,2010
19245,6,0,45,402,5,16.9,117.5,0.1175,6.47,5.94,5,13,12,610,623,753,7,2010
19245,6,0,45,402,5,22.7,117.5,0.1175,6.47,5.94,5,8,12,610,623,753,7,2010
19245,6,0,45,402,5,1.3,117.5,0.1175,6.47,5.94,5,0,12,610,623,753,7,2010
19317,3,3,25,958,6,11.5,370,0.37,12.38819176,13.37575637,4,13,10,832,866,796,4,5748
19317,3,3,25,958,6,15,370,0.37,12.38819176,13.37575637,4,10,10,832,866,796,4,5748
19317,3,3,25,958,6,19.8,370,0.37,12.38819176,13.37575637,4,15,10,832,866,796,4,5748
19317,3,3,25,958,6,12.1,370,0.37,12.38819176,13.37575637,4,0,10,832,866,796,4,5748
19319,1,0,88,871,7,15.8,800,0.8,7.58,4.46,2,13,5,664,723,338,11,6097
19319,1,0,88,871,7,16.1,800,0.8,7.58,4.46,2,6,5,664,723,338,11,6097
19333,1,0,75,219,10,15.1,750,0.75,12.38819176,13.37575637,2,11,1,195,221,914,10,2190
19333,1,0,75,219,10,20.7,750,0.75,12.38819176,13.37575637,2,14,1,195,221,914,10,2190
19414,6,4,36,441,8,17.7,1233.333333,1.233333333,19.88,20.71,3,6,7,57,84,491,0,3528
19414,6,4,36,441,8,4.4,1233.333333,1.233333333,19.88,20.71,3,15,7,57,84,491,0,3528
19414,6,4,36,441,8,14.6,1233.333333,1.233333333,19.88,20.71,3,9,7,57,84,491,0,3528
19447,7,1,60,369,5,14.9,603.3333333,0.603333333,12.38819176,13.37575637,4,10,13,898,962,82,4,1845
19447,7,1,60,369,5,21.2,603.3333333,0.603333333,12.38819176,13.37575637,4,11,13,898,962,82,4,1845
19447,7,1,60,369,5,17.7,603.3333333,0.603333333,12.38819176,13.37575637,4,4,13,898,962,82,4,1845
19447,7,1,60,369,5,10.7,603.3333333,0.603333333,12.38819176,13.37575637,4,0,13,898,962,82,4,1845
19891,4,2,49,987,6,15.1,375,0.375,13.99,18.57,3,13,9,387,403,851,8,5922
19891,4,2,49,987,6,3.1,375,0.375,13.99,18.57,3,16,9,387,403,851,8,5922
19891,4,2,49,987,6,23.4,375,0.375,13.99,18.57,3,0,9,387,403,851,8,5922
19928,3,0,71,448,9,3.7,768.75,0.76875,10.98,14.63,5,11,3,912,990,910,1,4032
19928,3,0,71,448,9,18,768.75,0.76875,10.98,14.63,5,9,3,912,990,910,1,4032
19928,3,0,71,448,9,6.4,768.75,0.76875,10.98,14.63,5,7,3,912,990,910,1,4032
19928,3,0,71,448,9,14.6,768.75,0.76875,10.98,14.63,5,4,3,912,990,910,1,4032
19928,3,0,71,448,9,5,768.75,0.76875,10.98,14.63,5,0,3,912,990,910,1,4032
20011,2,0,33,446,7,19,1250,1.25,12.38819176,13.37575637,2,1,10,253,254,500,11,3122
20011,2,0,33,446,7,21.5,1250,1.25,12.38819176,13.37575637,2,3,10,253,254,500,11,3122
20021,2,2,35,495,7,4.6,702.5,0.7025,12.38819176,13.37575637,5,13,1,789,870,66,9,3465
20021,2,2,35,495,7,21.3,702.5,0.7025,12.38819176,13.37575637,5,8,1,789,870,66,9,3465
20021,2,2,35,495,7,1.2,702.5,0.7025,12.38819176,13.37575637,5,4,1,789,870,66,9,3465
20021,2,2,35,495,7,21.1,702.5,0.7025,12.38819176,13.37575637,5,9,1,789,870,66,9,3465
20021,2,2,35,495,7,22,702.5,0.7025,12.38819176,13.37575637,5,1,1,789,870,66,9,3465
20054,2,1,36,423,6,10.4,587,0.587,6.47,5.94,5,2,12,501,508,571,9,2538
20054,2,1,36,423,6,1.3,587,0.587,6.47,5.94,5,16,12,501,508,571,9,2538
20054,2,1,36,423,6,9.3,587,0.587,6.47,5.94,5,15,12,501,508,571,9,2538
20054,2,1,36,423,6,1.8,587,0.587,6.47,5.94,5,9,12,501,508,571,9,2538
20054,2,1,36,423,6,7.8,587,0.587,6.47,5.94,5,8,12,501,508,571,9,2538
20069,4,3,43,979,10,18.8,381.25,0.38125,10.18,7.99,4,13,6,281,294,705,3,9790
20069,4,3,43,979,10,4.1,381.25,0.38125,10.18,7.99,4,12,6,281,294,705,3,9790
20069,4,3,43,979,10,4,381.25,0.38125,10.18,7.99,4,2,6,281,294,705,3,9790
20069,4,3,43,979,10,22.2,381.25,0.38125,10.18,7.99,4,9,6,281,294,705,3,9790
20107,7,4,46,614,10,3.2,300,0.3,12.38819176,13.37575637,2,11,10,502,524,412,1,6140
20107,7,4,46,614,10,19.9,300,0.3,12.38819176,13.37575637,2,0,10,502,524,412,1,6140
20171,8,0,66,580,5,17.7,386.6666667,0.386666667,12.38819176,13.37575637,3,8,10,573,588,6,10,2900
20171,8,0,66,580,5,12.6,386.6666667,0.386666667,12.38819176,13.37575637,3,3,10,573,588,6,10,2900
20171,8,0,66,580,5,22.6,386.6666667,0.386666667,12.38819176,13.37575637,3,12,10,573,588,6,10,2900
20316,3,1,38,690,4,20.2,725,0.725,10.98,14.63,4,1,3,713,758,611,5,2760
20316,3,1,38,690,4,9.5,725,0.725,10.98,14.63,4,11,3,713,758,611,5,2760
20316,3,1,38,690,4,1.6,725,0.725,10.98,14.63,4,13,3,713,758,611,5,2760
20316,3,1,38,690,4,10.2,725,0.725,10.98,14.63,4,15,3,713,758,611,5,2760
20345,3,2,27,470,10,17.7,430,0.43,12.38819176,13.37575637,4,12,1,426,458,441,9,4700
20345,3,2,27,470,10,8.7,430,0.43,12.38819176,13.37575637,4,1,1,426,458,441,9,4700
20345,3,2,27,470,10,14.5,430,0.43,12.38819176,13.37575637,4,8,1,426,458,441,9,4700
20345,3,2,27,470,10,23.3,430,0.43,12.38819176,13.37575637,4,5,1,426,458,441,9,4700
20350,2,1,23,569,10,4.8,1383.333333,1.383333333,13.99,18.57,3,17,9,917,978,797,5,5690
20350,2,1,23,569,10,19.7,1383.333333,1.383333333,13.99,18.57,3,16,9,917,978,797,5,5690
20350,2,1,23,569,10,4.6,1383.333333,1.383333333,13.99,18.57,3,1,9,917,978,797,5,5690
20405,6,4,57,859,4,16.6,902,0.902,12.38819176,13.37575637,5,14,4,204,200,591,1,3436
20405,6,4,57,859,4,13.9,902,0.902,12.38819176,13.37575637,5,8,4,204,200,591,1,3436
20405,6,4,57,859,4,4.6,902,0.902,12.38819176,13.37575637,5,11,4,204,200,591,1,3436
20405,6,4,57,859,4,22.2,902,0.902,12.38819176,13.37575637,5,17,4,204,200,591,1,3436
20405,6,4,57,859,4,6.4,902,0.902,12.38819176,13.37575637,5,15,4,204,200,591,1,3436
20408,2,0,46,179,7,1,417,0.417,12.38819176,13.37575637,5,5,4,480,515,356,3,1253
20408,2,0,46,179,7,11.6,417,0.417,12.38819176,13.37575637,5,11,4,480,515,356,3,1253
20408,2,0,46,179,7,11.4,417,0.417,12.38819176,13.37575637,5,7,4,480,515,356,3,1253
20408,2,0,46,179,7,15.4,417,0.417,12.38819176,13.37575637,5,16,4,480,515,356,3,1253
20408,2,0,46,179,7,23,417,0.417,12.38819176,13.37575637,5,15,4,480,515,356,3,1253
20466,3,1,50,330,7,17.5,900,0.9,8.09,6.3,3,1,0,232,245,159,9,2310
20466,3,1,50,330,7,20.3,900,0.9,8.09,6.3,3,11,0,232,245,159,9,2310
20466,3,1,50,330,7,12,900,0.9,8.09,6.3,3,6,0,232,245,159,9,2310
20475,7,7,37,376,4,21.2,428.3333333,0.428333333,10.18,7.99,3,7,6,112,101,132,3,1504
20475,7,7,37,376,4,9.6,428.3333333,0.428333333,10.18,7.99,3,8,6,112,101,132,3,1504
20475,7,7,37,376,4,5.8,428.3333333,0.428333333,10.18,7.99,3,9,6,112,101,132,3,1504
20607,8,0,35,181,6,11.8,553.3333333,0.553333333,13.99,18.57,5,15,9,814,884,126,5,1086
20607,8,0,35,181,6,18,553.3333333,0.553333333,13.99,18.57,5,10,9,814,884,126,5,1086
20607,8,0,35,181,6,1.9,553.3333333,0.553333333,13.99,18.57,5,16,9,814,884,126,5,1086
20607,8,0,35,181,6,9.2,553.3333333,0.553333333,13.99,18.57,5,0,9,814,884,126,5,1086
20607,8,0,35,181,6,12.1,553.3333333,0.553333333,13.99,18.57,5,0,9,814,884,126,5,1086
20620,6,4,42,654,9,14.1,1250,1.25,19.88,20.71,2,1,7,730,766,768,8,5886
20620,6,4,42,654,9,3.7,1250,1.25,19.88,20.71,2,3,7,730,766,768,8,5886
20634,1,1,51,933,6,18,224,0.224,7.58,4.46,5,11,5,878,932,99,5,5598
20634,1,1,51,933,6,9.9,224,0.224,7.58,4.46,5,8,5,878,932,99,5,5598
20634,1,1,51,933,6,10.7,224,0.224,7.58,4.46,5,13,5,878,932,99,5,5598
20634,1,1,51,933,6,10.5,224,0.224,7.58,4.46,5,16,5,878,932,99,5,5598
20634,1,1,51,933,6,1,224,0.224,7.58,4.46,5,5,5,878,932,99,5,5598
20653,7,1,52,229,9,16.7,1186.666667,1.186666667,12.38819176,13.37575637,3,17,10,269,319,448,8,2061
20653,7,1,52,229,9,7.4,1186.666667,1.186666667,12.38819176,13.37575637,3,6,10,269,319,448,8,2061
20653,7,1,52,229,9,13.6,1186.666667,1.186666667,12.38819176,13.37575637,3,5,10,269,319,448,8,2061
20676,5,0,71,552,5,4.7,1032,1.032,10.98,14.63,5,16,3,301,297,621,0,2760
20676,5,0,71,552,5,12.3,1032,1.032,10.98,14.63,5,10,3,301,297,621,0,2760
20676,5,0,71,552,5,7.1,1032,1.032,10.98,14.63,5,3,3,301,297,621,0,2760
20676,5,0,71,552,5,20.1,1032,1.032,10.98,14.63,5,17,3,301,297,621,0,2760
20676,5,0,71,552,5,3.7,1032,1.032,10.98,14.63,5,6,3,301,297,621,0,2760
20729,6,2,26,232,8,20.6,558.3333333,0.558333333,10.18,7.99,3,4,6,715,784,542,3,1856
20729,6,2,26,232,8,1.7,558.3333333,0.558333333,10.18,7.99,3,2,6,715,784,542,3,1856
20729,6,2,26,232,8,11.4,558.3333333,0.558333333,10.18,7.99,3,13,6,715,784,542,3,1856
20730,5,0,44,562,7,3.6,665,0.665,16.94,18.06,4,10,11,584,667,567,10,3934
20730,5,0,44,562,7,6.1,665,0.665,16.94,18.06,4,12,11,584,667,567,10,3934
20730,5,0,44,562,7,0.5,665,0.665,16.94,18.06,4,4,11,584,667,567,10,3934
20730,5,0,44,562,7,1.7,665,0.665,16.94,18.06,4,3,11,584,667,567,10,3934
20745,4,2,23,425,8,9.1,637.5,0.6375,6.47,5.94,2,2,12,870,940,639,6,3400
20745,4,2,23,425,8,18.2,637.5,0.6375,6.47,5.94,2,9,12,870,940,639,6,3400
20798,3,0,66,518,10,17.2,1087.5,1.0875,12.38819176,13.37575637,5,16,2,645,642,271,3,5180
20798,3,0,66,518,10,5.5,1087.5,1.0875,12.38819176,13.37575637,5,14,2,645,642,271,3,5180
20798,3,0,66,518,10,14.9,1087.5,1.0875,12.38819176,13.37575637,5,3,2,645,642,271,3,5180
20798,3,0,66,518,10,18.7,1087.5,1.0875,12.38819176,13.37575637,5,1,2,645,642,271,3,5180
20798,3,0,66,518,10,16.9,1087.5,1.0875,12.38819176,13.37575637,5,0,2,645,642,271,3,5180
21095,3,3,40,748,6,22,421.25,0.42125,14.51,20.77,4,1,8,871,913,599,3,4488
21095,3,3,40,748,6,10.8,421.25,0.42125,14.51,20.77,4,13,8,871,913,599,3,4488
21095,3,3,40,748,6,1.2,421.25,0.42125,14.51,20.77,4,2,8,871,913,599,3,4488
21095,3,3,40,748,6,14.2,421.25,0.42125,14.51,20.77,4,10,8,871,913,599,3,4488
21109,3,0,46,248,6,2.3,843.75,0.84375,13.99,18.57,5,2,9,562,554,437,2,1488
21109,3,0,46,248,6,17.8,843.75,0.84375,13.99,18.57,5,17,9,562,554,437,2,1488
21109,3,0,46,248,6,18.1,843.75,0.84375,13.99,18.57,5,14,9,562,554,437,2,1488
21109,3,0,46,248,6,18.2,843.75,0.84375,13.99,18.57,5,13,9,562,554,437,2,1488
21109,3,0,46,248,6,5.4,843.75,0.84375,13.99,18.57,5,0,9,562,554,437,2,1488
21163,4,3,58,924,9,8.1,917,0.917,10.18,7.99,5,1,6,580,583,850,10,8316
21163,4,3,58,924,9,14.7,917,0.917,10.18,7.99,5,15,6,580,583,850,10,8316
21163,4,3,58,924,9,1.8,917,0.917,10.18,7.99,5,17,6,580,583,850,10,8316
21163,4,3,58,924,9,18.3,917,0.917,10.18,7.99,5,8,6,580,583,850,10,8316
21163,4,3,58,924,9,21.5,917,0.917,10.18,7.99,5,2,6,580,583,850,10,8316
21495,5,1,38,702,4,24,755,0.755,16.94,18.06,3,10,11,659,686,327,9,2808
21495,5,1,38,702,4,8.5,755,0.755,16.94,18.06,3,4,11,659,686,327,9,2808
21495,5,1,38,702,4,14.5,755,0.755,16.94,18.06,3,8,11,659,686,327,9,2808
21658,3,0,76,897,8,22.7,866.6666667,0.866666667,6.47,5.94,5,6,12,62,78,264,0,7176
21658,3,0,76,897,8,19.3,866.6666667,0.866666667,6.47,5.94,5,13,12,62,78,264,0,7176
21658,3,0,76,897,8,9.9,866.6666667,0.866666667,6.47,5.94,5,3,12,62,78,264,0,7176
21658,3,0,76,897,8,6.1,866.6666667,0.866666667,6.47,5.94,5,0,12,62,78,264,0,7176
21658,3,0,76,897,8,18.3,866.6666667,0.866666667,6.47,5.94,5,0,12,62,78,264,0,7176
21678,4,4,39,867,4,9.9,1400,1.4,12.38819176,13.37575637,3,9,2,9,75,340,3,3468
21678,4,4,39,867,4,20.3,1400,1.4,12.38819176,13.37575637,3,17,2,9,75,340,3,3468
21678,4,4,39,867,4,16.1,1400,1.4,12.38819176,13.37575637,3,15,2,9,75,340,3,3468
21690,5,3,48,172,4,20.9,55,0.055,7.58,4.46,2,13,5,791,838,650,10,688
21690,5,3,48,172,4,7,55,0.055,7.58,4.46,2,8,5,791,838,650,10,688
21913,6,2,39,641,5,6.2,1250,1.25,12.38819176,13.37575637,2,4,1,77,5,419,0,3205
21913,6,2,39,641,5,2,1250,1.25,12.38819176,13.37575637,2,3,1,77,5,419,0,3205
21934,8,3,41,246,4,9.7,505,0.505,10.98,14.63,2,8,3,747,809,798,6,984
21934,8,3,41,246,4,11.6,505,0.505,10.98,14.63,2,15,3,747,809,798,6,984
21967,7,3,29,728,4,5.3,1350,1.35,14.51,20.77,3,14,8,809,849,139,7,2912
21967,7,3,29,728,4,6.9,1350,1.35,14.51,20.77,3,4,8,809,849,139,7,2912
21967,7,3,29,728,4,17.3,1350,1.35,14.51,20.77,3,6,8,809,849,139,7,2912
21974,3,1,70,811,7,20.8,391.6666667,0.391666667,12.38819176,13.37575637,3,7,1,373,418,297,10,5677
21974,3,1,70,811,7,17.8,391.6666667,0.391666667,12.38819176,13.37575637,3,13,1,373,418,297,10,5677
21974,3,1,70,811,7,10,391.6666667,0.391666667,12.38819176,13.37575637,3,15,1,373,418,297,10,5677
22032,5,2,60,339,7,22.7,1100,1.1,8.09,6.3,3,11,0,581,684,49,3,2373
22032,5,2,60,339,7,16.4,1100,1.1,8.09,6.3,3,17,0,581,684,49,3,2373
22032,5,2,60,339,7,12.2,1100,1.1,8.09,6.3,3,15,0,581,684,49,3,2373
22162,8,2,48,417,4,9.4,1100,1.1,6.47,5.94,3,9,12,142,201,626,11,1668
22162,8,2,48,417,4,1.3,1100,1.1,6.47,5.94,3,13,12,142,201,626,11,1668
22162,8,2,48,417,4,23.3,1100,1.1,6.47,5.94,3,17,12,142,201,626,11,1668
22252,8,1,69,856,7,23.2,825,0.825,12.38819176,13.37575637,2,16,1,274,305,801,9,5992
22252,8,1,69,856,7,18.7,825,0.825,12.38819176,13.37575637,2,3,1,274,305,801,9,5992
22302,5,1,54,155,7,10.2,755,0.755,12.38819176,13.37575637,3,10,4,623,633,449,5,1085
22302,5,1,54,155,7,2.6,755,0.755,12.38819176,13.37575637,3,1,4,623,633,449,5,1085
22302,5,1,54,155,7,8.6,755,0.755,12.38819176,13.37575637,3,8,4,623,633,449,5,1085
22376,3,2,43,776,8,3.7,646.25,0.64625,12.38819176,13.37575637,5,6,1,74,77,375,4,6208
22376,3,2,43,776,8,21.3,646.25,0.64625,12.38819176,13.37575637,5,4,1,74,77,375,4,6208
22376,3,2,43,776,8,14.7,646.25,0.64625,12.38819176,13.37575637,5,7,1,74,77,375,4,6208
22376,3,2,43,776,8,8.6,646.25,0.64625,12.38819176,13.37575637,5,8,1,74,77,375,4,6208
22376,3,2,43,776,8,10.5,646.25,0.64625,12.38819176,13.37575637,5,15,1,74,77,375,4,6208
22516,5,5,36,319,5,12.7,1500,1.5,10.98,14.63,2,6,3,23,2,408,7,1595
22516,5,5,36,319,5,22.8,1500,1.5,10.98,14.63,2,1,3,23,2,408,7,1595
22526,6,0,57,426,5,2,361.6666667,0.361666667,8.09,6.3,4,15,0,255,240,125,4,2130
22526,6,0,57,426,5,2.5,361.6666667,0.361666667,8.09,6.3,4,10,0,255,240,125,4,2130
22526,6,0,57,426,5,18.3,361.6666667,0.361666667,8.09,6.3,4,2,0,255,240,125,4,2130
22526,6,0,57,426,5,3.5,361.6666667,0.361666667,8.09,6.3,4,0,0,255,240,125,4,2130
22598,2,0,46,838,9,8.8,737.5,0.7375,12.38819176,13.37575637,4,1,10,606,705,913,2,7542
22598,2,0,46,838,9,14.2,737.5,0.7375,12.38819176,13.37575637,4,13,10,606,705,913,2,7542
22598,2,0,46,838,9,4.7,737.5,0.7375,12.38819176,13.37575637,4,12,10,606,705,913,2,7542
22598,2,0,46,838,9,19.5,737.5,0.7375,12.38819176,13.37575637,4,9,10,606,705,913,2,7542
22637,3,1,53,831,8,22.5,1250,1.25,12.38819176,13.37575637,5,4,1,697,721,890,3,6648
22637,3,1,53,831,8,12.1,1250,1.25,12.38819176,13.37575637,5,6,1,697,721,890,3,6648
22637,3,1,53,831,8,23.8,1250,1.25,12.38819176,13.37575637,5,15,1,697,721,890,3,6648
22637,3,1,53,831,8,5.7,1250,1.25,12.38819176,13.37575637,5,1,1,697,721,890,3,6648
22637,3,1,53,831,8,17.4,1250,1.25,12.38819176,13.37575637,5,0,1,697,721,890,3,6648
22735,5,1,49,506,8,9.7,1350,1.35,14.51,20.77,4,14,8,247,272,407,8,4048
22735,5,1,49,506,8,19.5,1350,1.35,14.51,20.77,4,9,8,247,272,407,8,4048
22735,5,1,49,506,8,10.7,1350,1.35,14.51,20.77,4,4,8,247,272,407,8,4048
22735,5,1,49,506,8,15.5,1350,1.35,14.51,20.77,4,0,8,247,272,407,8,4048
22747,2,1,35,978,10,7.3,459,0.459,7.58,4.46,5,4,5,920,983,105,4,9780
22747,2,1,35,978,10,10,459,0.459,7.58,4.46,5,16,5,920,983,105,4,9780
22747,2,1,35,978,10,2.9,459,0.459,7.58,4.46,5,5,5,920,983,105,4,9780
22747,2,1,35,978,10,2,459,0.459,7.58,4.46,5,10,5,920,983,105,4,9780
22747,2,1,35,978,10,20.4,459,0.459,7.58,4.46,5,7,5,920,983,105,4,9780
22788,6,6,39,874,8,4.8,1143.75,1.14375,19.88,20.71,5,7,7,667,742,73,8,6992
22788,6,6,39,874,8,1,1143.75,1.14375,19.88,20.71,5,15,7,667,742,73,8,6992
22788,6,6,39,874,8,0.8,1143.75,1.14375,19.88,20.71,5,4,7,667,742,73,8,6992
22788,6,6,39,874,8,17.1,1143.75,1.14375,19.88,20.71,5,17,7,667,742,73,8,6992
22788,6,6,39,874,8,1.3,1143.75,1.14375,19.88,20.71,5,0,7,667,742,73,8,6992
22805,4,0,25,558,10,4.9,1200,1.2,10.18,7.99,3,13,6,614,673,610,4,5580
22805,4,0,25,558,10,10.8,1200,1.2,10.18,7.99,3,4,6,614,673,610,4,5580
22805,4,0,25,558,10,23,1200,1.2,10.18,7.99,3,17,6,614,673,610,4,5580
22854,5,1,51,354,9,23,768.75,0.76875,7.58,4.46,5,6,5,758,816,943,7,3186
22854,5,1,51,354,9,21.1,768.75,0.76875,7.58,4.46,5,1,5,758,816,943,7,3186
22854,5,1,51,354,9,15.1,768.75,0.76875,7.58,4.46,5,9,5,758,816,943,7,3186
22854,5,1,51,354,9,1.2,768.75,0.76875,7.58,4.46,5,11,5,758,816,943,7,3186
22854,5,1,51,354,9,2.5,768.75,0.76875,7.58,4.46,5,2,5,758,816,943,7,3186
22879,2,0,17,809,10,14.4,391.6666667,0.391666667,14.51,20.77,3,3,8,337,383,396,9,8090
22879,2,0,17,809,10,14.3,391.6666667,0.391666667,14.51,20.77,3,13,8,337,383,396,9,8090
22879,2,0,17,809,10,13,391.6666667,0.391666667,14.51,20.77,3,2,8,337,383,396,9,8090
22931,3,0,25,811,6,13.5,755,0.755,16.94,18.06,5,8,11,383,425,65,10,4866
22931,3,0,25,811,6,17.8,755,0.755,16.94,18.06,5,4,11,383,425,65,10,4866
22931,3,0,25,811,6,12.5,755,0.755,16.94,18.06,5,1,11,383,425,65,10,4866
22931,3,0,25,811,6,11.2,755,0.755,16.94,18.06,5,10,11,383,425,65,10,4866
22931,3,0,25,811,6,21,755,0.755,16.94,18.06,5,0,11,383,425,65,10,4866
23045,3,1,39,256,10,18.6,731.25,0.73125,7.58,4.46,4,15,5,53,37,727,8,2560
23045,3,1,39,256,10,3.2,731.25,0.73125,7.58,4.46,4,16,5,53,37,727,8,2560
